Qidentifier	Qtitle	Qpagename	Qsubtitle	Qetymology	Qdefinition	Qsubmitted	Qemailaddress	QDateSubmitted	Qposter	QPosterEmail	QDateEdited	QUpdateDescription
Identifier	Word	Page Name	Part of Speech	Etymology	Definition	Submitted By	E-mail Address	Date Submitted	Updated By	Your E-mail Address	Date Edited	Description Of Update
Identifier	Title	PageName	Text	Subtitle	Text	Name	Text	Date	Name	Text	Date	Text
Never	Always	Never	Sometimes	Sometimes	Always	Always	Never	Sometimes	Sometimes	Never	Sometimes	Sometimes
Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed
Uneditable	Required	Uneditable	Optional	Optional	Required	Uneditable	Uneditable	Uneditable	Re-enter	Re-enter	Uneditable	Re-enter
 4423 	sucsens	dbx_s_index.htm#sucsens	n.	happiness+sense	pleasure -- a fundamental feeling that is hard to define but that people desire to experience	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1786 	dinconbudcon	dbx_d_index.htm#dinconbudcon	n.	day+{opposite}+future+{opposite}	evening -- the hours before twilight	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 1787 	dinconfin	dbx_d_index.htm#dinconfin	n.	day+{opposite}+ending	dawn -- the break of day	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 3604 	nomerlet	dbx_n_index.htm#nomerlet	n.	number+{diminutive}	few -- an indefinite but relatively small number	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1788 	dinconfincon	dbx_d_index.htm#dinconfincon	n.	day+{opposite}+ending+{opposite}	twilight; dusk -- the borderline at which night breaks in	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 3606 	nomerton	dbx_n_index.htm#nomerton	n.	number+{augmentative}	many -- quantifier amounting to a large but indefinite number	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1789 	dinconhandmam	dbx_d_index.htm#dinconhandmam	n.	day+{opposite}+hand+mammal	galago, bushbaby (Galagonidae)	HMM	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1363 	comarlet	dbx_c_index.htm#comarlet	n.	comparison+{diminutive}	less -- smaller in amount or degree	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2764 	lucmal	dbx_l_index.htm#lucmal	n.	allium+disparagement	garlic -- bulbous herb of southern Europe widely naturalized; bulb breaks up into separate strong-flavoured cloves	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2765 	lucsalfcon	dbx_l_index.htm#lucsalfcon	n.	allium+{old-object}+{opposite}	scallion -- a young onion	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 3609 	nontcon	dbx_n_index.htm#nontcon	n.	negation+{opposite}	yes -- affirmative	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1791 	dinconmed	dbx_d_index.htm#dinconmed	n.	day+{opposite}+middle	midnight -- 12 o'clock at night; the middle of the night	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 3612 	nontconsent	dbx_n_index.htm#nontconsent	n.	negation+{opposite}+emotion	approval -- a feeling of liking something or someone good	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2769 	luftjebmam	dbx_l_index.htm#luftjebmam	n.	air+pocket+mammal	marsupial gliders (sugar glider, etc.)	HMM	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2206 	gerconmont	dbx_g_index.htm#gerconmont	n.	all-sides+{opposite}+mountain	valley -- a long lowland between mountains or hills	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2207 	gerconmovo	dbx_g_index.htm#gerconmovo	prep.	all-sides+{opposite}+movement+{preposition}	through, across -- motion preposition	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2209 	gercono	dbx_g_index.htm#gercono	prep.	all-sides+{opposite}+{preposition}	among -- position preposition	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2210 	gercontempo	dbx_g_index.htm#gercontempo	prep.	all-sides+{opposite}+time+{preposition}	during -- time preposition	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2211 	gercontempu	dbx_g_index.htm#gercontempu	v.	all-sides+{opposite}+time+{verb}	during the time -- clause conjunction	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1365 	comarlete	dbx_c_index.htm#comarlete	v. modif.	comparison+{diminutive}+{verb-modifier}	less -- to a smaller degree	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4446 	surconmovo	dbx_s_index.htm#surconmovo	prep.	something-above+{opposite}+movement+{preposition}	under -- motion preposition	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4447 	surcono	dbx_s_index.htm#surcono	prep.	something-above+{opposite}+{preposition}	below -- position preposition	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4448 	surconsol	dbx_s_index.htm#surconsol	n.	something-above+{opposite}+Sun	sunset, west -- daily event of the sun sinking below the horizon	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4449 	surcontempo	dbx_s_index.htm#surcontempo	prep.	something-above+{opposite}+time+{preposition}	before -- time preposition	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4450 	surcontempu	dbx_s_index.htm#surcontempu	v.	something-above+{opposite}+time+{verb}	before -- clause conjunction	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4451 	surcontopbin	dbx_s_index.htm#surcontopbin	n.	something-above+{opposite}+top+building	attic, garret -- an open space at the top of a house just below the roof; usu. used for storage	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1793 	dinfincon	dbx_d_index.htm#dinfincon	n.	day+ending+{opposite}	morning -- the period shortly after the sun is all the way visible from the earth	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 1366 	comarletgurppart	dbx_c_index.htm#comarletgurppart	n.	comparison+{diminutive}+group+part	minority -- being or relating to the smaller in number of two parts	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2787 	luftvicton	dbx_l_index.htm#luftvicton	n.	air+vehicle+{augmentative}	space ship -- a vehicle designed to travel to or in outer space	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1795 	dinhor	dbx_d_index.htm#dinhor	n.	day+hour	o'clock -- according to the clock	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4458 	sutcahvolspos	dbx_s_index.htm#sutcahvolspos	n.	thread+{abstraction}+hair+position	pigtail(s); braid(s); a hairstyle consisting of several locks of hair that have been styled by intertwining like rope	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 1796 	dinmed	dbx_d_index.htm#dinmed	n.	day+middle	noon, twelve noon, high noon, midday, noonday, noontide -- (the middle of the day	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 1797 	dinmedbud	dbx_d_index.htm#dinmedbud	n.	day+middle+future	afternoon -- the time after 12:00 but before evening	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 1798 	dinmedgidtemp	dbx_d_index.htm#dinmedgidtemp	n.	day+middle+food+time	lunch -- the meal eaten around the middle of the day	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 2791 	lumcah	dbx_l_index.htm#lumcah	n.	light+{abstraction}	brightness -- quality of being luminous	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1799 	dinser	dbx_d_index.htm#dinser	n.	day+series	week -- any period of seven consecutive days	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2219 	germmas	dbx_g_index.htm#germmas	n.	sibling+{masculine}	brother -- a male person who has the same parents as another person	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1367 	comaro	dbx_c_index.htm#comaro	prep.	comparison+{preposition}	than, compared to	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1521 	covlet	dbx_c_index.htm#covlet	n.	cover+{diminutive}	scale -- a small, flat unit that overlaps to form a protective covering	HMM	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4478 	suvinlet	dbx_s_index.htm#suvinlet	n.	pig+{diminutive}	pig, hog, Sus scrofa -- domestic swine	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1802 	dinsolbez	dbx_d_index.htm#dinsolbez	n.	day+Sun+absence	night, nighttime -- the time after sunset and before sunrise while it is dark outside	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1803 	dintemp	dbx_d_index.htm#dintemp	n.	day+time	time of day -- clock time	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2224 	germovo	dbx_g_index.htm#germovo	prep.	all-sides+movement+{preposition}	along -- motion preposition	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2225 	germses	dbx_g_index.htm#germses	n.	sibling+{feminine}	sister -- a female person who has the same parents as another person	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 934 	candcon	dbx_c_index.htm#candcon	n.	hole+{opposite}	closed, shut -- not open [aj	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2227 	gero	dbx_g_index.htm#gero	prep.	all-sides+{preposition}	around -- position preposition	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1523 	covletcancmam	dbx_c_index.htm#covletcancmam	n.	cover+{diminutive}+shell+mammal	pangolin (Manidae)	HMM	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1244 	citabpart	dbx_c_index.htm#citabpart	n.	book+part	chapter -- a subdivision of a written work, usu. numbered and titled	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2231 	gertempo	dbx_g_index.htm#gertempo	prep.	all-sides+time+{preposition}	around (approximately) -- time preposition	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2232 	gertempu	dbx_g_index.htm#gertempu	v.	all-sides+time+{verb}	around the time -- clause conjunction	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1245 	citabsens	dbx_c_index.htm#citabsens	n.	book+sense	reading -- the cognitive process of understanding a written linguistic message	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1372 	comartongurppart	dbx_c_index.htm#comartongurppart	n.	comparison+{augmentative}+group+part	majority -- the property resulting from being or relating to the greater in number of two parts; the main part	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1019 	carbfer	dbx_c_index.htm#carbfer	n.	carbon+iron	steel -- an alloy of iron, carbon and manganese	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 598 	bahconmovo	dbx_b_index.htm#bahconmovo	prep.	outside+{opposite}+movement+{preposition}	in, inward, into -- motion preposition	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 664 	bardarg	dbx_b_index.htm#bardarg	n.	bar+road	railroad, railway -- a line of track providing a runway for wheels	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2239 	gidmuh	dbx_g_index.htm#gidmuh	n.	food+rodent	guinea pig, cavy (Cavia)	HMM	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2240 	gidsic	dbx_g_index.htm#gidsic	n.	food+search	hunting -- the search for wild meat	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 1537 	cozomvic	dbx_c_index.htm#cozomvic	n.	outer-space+vehicle	rocket -- a tower-shaped vehicle designed to travel to the upper atmosphere or to outer space	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 937 	candlet	dbx_c_index.htm#candlet	n.	hole+{diminutive}	dent, nick, indentation -- an impression on a surface (as made by a blow)	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1540 	cubton	dbx_c_index.htm#cubton	n.	cup+{augmentative}	bowl -- dish that is round and open at the top for holding liquids, foods or tobacco	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 707 	binpin	dbx_b_index.htm#binpin	n.	building+plane	floor -- a room or set of rooms comprising a single level in a multi-level building	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 756 	burjant	dbx_b_index.htm#burjant	n.	brown+animal	bear -- massive plantigrade carnivorous or omnivorous mammals of the family Ursidae with long shaggy coats and strong claws	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 944 	candton	dbx_c_index.htm#candton	n.	hole+{augmentative}	cavity -- sizeable hole	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 945 	candvas	dbx_c_index.htm#candvas	n.	hole+container	can -- airtight sealed metal container for food, drink, paint, etc. {British: tin}	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1547 	curlcon	dbx_c_index.htm#curlcon	n.	violence+{opposite}	gentleness -- mildness of manner or disposition	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1254 	cogconper	dbx_c_index.htm#cogconper	n.	knowledge+{opposite}+person	stranger -- one who does not belong in the environment in which they are found	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 665 	bardargcart	dbx_b_index.htm#bardargcart	n.	bar+road+card	car, railcar, railway car, railroad car -- a wheeled vehicle adapted to the rails of railroad; "three cars had jumped the rails"	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1263 	cogper	dbx_c_index.htm#cogper	n.	knowledge+person	acquaintance, friend -- a person with whom you are acquainted	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1264 	cogpersent	dbx_c_index.htm#cogpersent	n.	knowledge+person+emotion	niceness, kindness, affability -- a disposition to be friendly, congenial and approachable	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 759 	burmuh	dbx_b_index.htm#burmuh	n.	brown+rodent	brown rat (Rattus norvegicus)	HMM	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 762 	burrunbad	dbx_b_index.htm#burrunbad	n.	brown+red+body-part	liver -- large reddish-brown glandular organ located in the upper right portion of the abdominal cavity; secretes bile and functions in metabolism	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1389 	compgarmsirc	dbx_c_index.htm#compgarmsirc	n.	computer+communication-unit+circle	disc/disk -- memory device consisting of a flat disc covered with a magnetic coating on which information is stored	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2843 	malccon	dbx_m_index.htm#malccon	n.	possession+{opposite}	unpossession -- that which is not owned	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4517 	telbacform	dbx_t_index.htm#telbacform	n.	{far-object}+alphabet+form	pica font	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 3669 	paptiger	dbx_p_index.htm#paptiger	n.	paper+tiger	paper tiger, of course!	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 1034 	carccon	dbx_c_index.htm#carccon	n.	{sharp-object}+{opposite}	dull object -- a broad edge or a dull point unsuitable for cutting or piercing [scalar	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4520 	telcondesir	dbx_t_index.htm#telcondesir	n.	{far-object}+{opposite}+desire	attraction -- a wanting to be close to something	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 2261 	govlet	dbx_g_index.htm#govlet	n.	government+{diminutive}	agency, bureau -- an administrative unit of government	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 3671 	partcon	dbx_p_index.htm#partcon	n.	part+{opposite}	piece	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 3672 	partconmetode	dbx_p_index.htm#partconmetode	v. modif.	part+{opposite}+way+{verb-modifier}	piecemeal -- bit by bit	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 1841 	donsenscon	dbx_d_index.htm#donsenscon	n.	gift+sense+{opposite}	greed -- an excessive desire to acquire or possess more than one needs or deserves	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1842 	donsent	dbx_d_index.htm#donsent	n.	gift+emotion	generosity, charity -- a kindly and leziupt attitude toward people	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 3674 	parvcon	dbx_p_index.htm#parvcon	n.	truth+{opposite}	falsehood, untruth -- a false statement	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1391 	compmahin	dbx_c_index.htm#compmahin	n.	computer+machine	hardware -- the physical components of a computer system	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1392 	compment	dbx_c_index.htm#compment	n.	computer+mind	calculation, mental reckoning -- planning something carefully and intentionally	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 3677 	parvcongarm	dbx_p_index.htm#parvcongarm	n.	truth+{opposite}+communication-unit	lie -- a statement that deviates from or perverts the truth	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 3678 	parvconlan	dbx_p_index.htm#parvconlan	n.	truth+{opposite}+face	act -- as in actor	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1844 	duncon	dbx_d_index.htm#duncon	n.	east+{opposite}	west -- cardinal compass point at 270 degrees	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1845 	duncona	dbx_d_index.htm#duncona	n. modif.	east+{opposite}+{noun-modifier}	west -- in a westerly direction [aj	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2854 	mandset	dbx_m_index.htm#mandset	n.	command+set	program, software, application -- a program that gives a computer instructions that provide the computer with tools to accomplish a task	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1847 	dunlic	dbx_d_index.htm#dunlic	n.	east+liquid	tea -- beverage made by steeping leaves of certain Asian plants in water	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1393 	compmuh	dbx_c_index.htm#compmuh	n.	computer+rodent	mouse -- a hand-operated device that moves the cursor on a computer screen	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1394 	compnetnet	dbx_c_index.htm#compnetnet	n.	computer+net+net	Internet -- worldwide network of computer networks using TCP/IP to facilitate data transmission and exchange	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4571 	ternobil	dbx_t_index.htm#ternobil	n.	three+noble	grand duke/grand duchess	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4572 	ternobilmas	dbx_t_index.htm#ternobilmas	n.	three+noble+{masculine}	grand duke	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4573 	ternobilses	dbx_t_index.htm#ternobilses	n.	three+noble+{feminine}	grand duchess	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1395 	comppartbaner	dbx_c_index.htm#comppartbaner	n.	computer+part+flag	setting -- the position, direction, or way in which something, such as an automatic control, is set	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1396 	comppict	dbx_c_index.htm#comppict	n.	computer+picture	graphics -- pictoral representation and manipulation of data by a computer [npl	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2864 	mansjebmam	dbx_m_index.htm#mansjebmam	n.	meat+pocket+mammal	marsupial carnivore (Dasyuridae)	HMM	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 870 	camissutcam	dbx_c_index.htm#camissutcam	n.	shirt+thread+garment	necktie, tie -- a long narrow piece of material worn mostly by men under a collar and tied in knot at the front	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1399 	comppost	dbx_c_index.htm#comppost	n.	computer+mail	e-mail -- system of world-wide electronic mailing	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 666 	bardargvic	dbx_b_index.htm#bardargvic	n.	bar+road+vehicle	train, locomotive, engine -- self-propelled engine used to draw railway cars along railway tracks	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1401 	comptelvis	dbx_c_index.htm#comptelvis	n.	computer+{far-object}+sight	screen, monitor -- a device that takes signals from a computer and displays them on a CRT screen	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1041 	carclethubacu	dbx_c_index.htm#carclethubacu	v.	{sharp-object}+{diminutive}+opening+{verb}	pierce	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 1864 	duvbacpart	dbx_d_index.htm#duvbacpart	n.	two+alphabet+part	B -- the second letter of the alphabet	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1574 	darglangvic	dbx_d_index.htm#darglangvic	n.	road+{long-object}+vehicle	pickup truck	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 1866 	duvbarmovhim	dbx_d_index.htm#duvbarmovhim	n.	two+bar+movement+tool	tongs -- any of various devices for taking hold of objects; usu. have two hinged legs w/ handles above and pointed hooks below	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 710 	binton	dbx_b_index.htm#binton	n.	building+{augmentative}	tower -- a structure taller than its diameter; can stand alone or attached to another building	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 599 	bahcono	dbx_b_index.htm#bahcono	prep.	outside+{opposite}+{preposition}	inside -- position preposition	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4607 	tigerfon	dbx_t_index.htm#tigerfon	n.	tiger+sound	growl -- a snore-like sound emitted in anger by many members of the order Carnivora	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 4608 	tigergidsic	dbx_t_index.htm#tigergidsic	n.	tiger+food+search	solitary hunting or prowling	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 1878 	duvdin	dbx_d_index.htm#duvdin	n.	two+day	Monday -- second day of the week, first working day	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4611 	tigervisbadroc	dbx_t_index.htm#tigervisbadroc	n.	tiger+sight+body-part+rock	tigerye -- a semiprecious stone	JEFL	Unproofed	12/11/99 	NA	NA	12/11/99 	NA
 1880 	duvduvbacpart	dbx_d_index.htm#duvduvbacpart	n.	two+two+alphabet+part	V -- the twenty second letter of the alphabet	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1881 	duvduvhor	dbx_d_index.htm#duvduvhor	n.	two+two+hour	ten o'clock in the evening	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4615 	tintgarm	dbx_t_index.htm#tintgarm	n.	ink+communication-unit	note, annotation -- a comment (usu. added to a text)	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2293 	haferton	dbx_h_index.htm#haferton	n.	blade+{augmentative}	sword -- a cutting or thrusting weapon with a long blade	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 2295 	hafertontoppant	dbx_h_index.htm#hafertontoppant	n.	blade+{augmentative}+top+plant	iris -- any plant of the genus Iris, which have narrow sword-shaped leaves with various colored flowers	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 3718 	pennobil	dbx_p_index.htm#pennobil	n.	five+noble	marquis/marquise	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 3719 	pennobilmas	dbx_p_index.htm#pennobilmas	n.	five+noble+{masculine}	marquis	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 3720 	pennobilses	dbx_p_index.htm#pennobilses	n.	five+noble+{feminine}	marquise	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1884 	duvduvtom	dbx_d_index.htm#duvduvtom	n.	two+two+atom	titanium -- element of atomic number 22	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 4623 	tolcah	dbx_t_index.htm#tolcah	n.	{heavy-object}+{abstraction}	weight -- vertical force exerted on a mass as a result of gravity [scalar = heavy to light	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
 1885 	duvfarh	dbx_d_index.htm#duvfarh	n.	two+fraction	half, one-half -- one of two equal parts divisible in a whole	JAH	Proofread	12/11/99 	NA	NA	12/11/99 	NA
